"Date","Conditional_Volatility"
2011-06-23,8.11855421467049e-05
2011-06-24,7.88086505516598e-05
2011-06-27,8.33160785093913e-05
2011-06-28,8.1339906166356e-05
2011-06-29,8.21896948715995e-05
2011-06-30,8.03418766804306e-05
2011-07-01,7.98760303620101e-05
2011-07-05,8.33618480591609e-05
2011-07-06,7.99654550146931e-05
2011-07-07,7.66714240815163e-05
2011-07-08,7.72877524155769e-05
2011-07-11,7.39087494136029e-05
2011-07-12,8.46858302568485e-05
2011-07-13,8.20632588544132e-05
2011-07-14,7.84422104675651e-05
2011-07-15,7.76540948213463e-05
2011-07-18,7.48908023205934e-05
2011-07-19,7.54348879904381e-05
2011-07-20,8.02030079853854e-05
2011-07-21,7.67985588986082e-05
2011-07-22,7.92668278731102e-05
2011-07-25,7.58087593939688e-05
2011-07-26,7.4251155195315e-05
2011-07-27,7.22597669754357e-05
2011-07-28,8.7599244916598e-05
2011-07-29,8.4468567047442e-05
2011-08-01,8.33995473682044e-05
2011-08-02,8.12020087782358e-05
2011-08-03,0.000108534956412291
2011-08-04,0.00010256152395118
2011-08-05,0.000201645003159695
2011-08-08,0.000304058917050958
2011-08-09,0.000710341220327848
2011-08-10,0.000778272078206336
2011-08-11,0.000858444549510716
2011-08-12,0.000911514120762897
2011-08-15,0.00079794259949493
2011-08-16,0.000737667366014573
2011-08-17,0.000651575866595132
2011-08-18,0.000569297187465441
2011-08-19,0.000688929213729013
2011-08-22,0.00063039321118965
2011-08-23,0.000551236134503489
2011-08-24,0.000576578373470387
2011-08-25,0.000521060082098463
2011-08-26,0.000477062216410461
2011-08-29,0.000435213761787378
2011-08-30,0.000450222441390597
2011-08-31,0.000395563723129425
2011-09-01,0.00034935076666424
2011-09-02,0.000320570454643431
2011-09-06,0.000343112997000667
2011-09-07,0.000293391614017096
2011-09-08,0.000359048512218016
2011-09-09,0.000306001634553077
2011-09-12,0.000394525578130047
2011-09-13,0.00032517913634742
2011-09-14,0.000278528163668083
2011-09-15,0.000253094838760859
2011-09-16,0.000254415661377093
2011-09-19,0.000213583105320142
2011-09-20,0.000194403066084002
2011-09-21,0.000162687027426448
2011-09-22,0.000280820795955412
2011-09-23,0.000433685052417843
2011-09-26,0.000354722051371831
2011-09-27,0.000374073297088399
2011-09-28,0.00032301936782895
2011-09-29,0.000337855891068845
2011-09-30,0.00028006654080254
2011-10-03,0.000323053780988913
2011-10-04,0.000452464744784919
2011-10-05,0.000451176080537722
2011-10-06,0.000420999054997848
2011-10-07,0.000396919038217804
2011-10-10,0.000334191971387146
2011-10-11,0.000453839879832336
2011-10-12,0.000368732470495522
2011-10-13,0.000310589788613822
2011-10-14,0.000254223078585597
2011-10-17,0.000249506175478872
2011-10-18,0.000263012978249414
2011-10-19,0.000269205247776447
2011-10-20,0.00024058347871917
2011-10-21,0.000198020024819822
2011-10-24,0.000235116414580852
2011-10-25,0.000215058605102549
2011-10-26,0.000242569317211399
2011-10-27,0.000210704866378051
2011-10-28,0.000387419599842682
2011-10-31,0.00031503735986809
2011-11-01,0.000375818305712311
2011-11-02,0.000463806339425991
2011-11-03,0.000425023000460038
2011-11-04,0.00041070617773012
2011-11-07,0.000348568983898683
2011-11-08,0.000295114614494581
2011-11-09,0.000269559370443462
2011-11-10,0.000462521138367557
2011-11-11,0.00039141793741505
2011-11-14,0.000393784147811143
2011-11-15,0.000346201521608917
2011-11-16,0.000291684527545922
2011-11-17,0.000291868485108042
2011-11-18,0.000298585158633146
2011-11-21,0.000249557022560409
2011-11-22,0.000270546963677743
2011-11-23,0.000231175930464947
2011-11-25,0.000276335961681116
2011-11-28,0.000234433982891236
2011-11-29,0.000337836736357904
2011-11-30,0.000283436846450148
2011-12-01,0.000563773872849504
2011-12-02,0.00045560270548015
2011-12-05,0.000369407595462258
2011-12-06,0.000321912622117764
2011-12-07,0.000262024516302959
2011-12-08,0.000214970361990218
2011-12-09,0.000268356722628923
2011-12-12,0.000268327351779392
2011-12-13,0.000260119235203237
2011-12-14,0.000231570678596401
2011-12-15,0.000213442062283818
2011-12-16,0.000176127893881377
2011-12-19,0.000147910922251597
2011-12-20,0.000153385998340246
2011-12-21,0.000288508608371194
2011-12-22,0.000236228255436217
2011-12-23,0.000203893440521922
2011-12-27,0.000183842142757758
2011-12-28,0.00015167974281593
2011-12-29,0.000166022031523091
2011-12-30,0.000157404971264522
2012-01-03,0.000136395622182424
2012-01-04,0.000150491905577371
2012-01-05,0.000129304167328867
2012-01-06,0.000111897335708604
2012-01-09,9.74610438429718e-05
2012-01-10,8.54103906750166e-05
2012-01-11,9.05090141874424e-05
2012-01-12,7.94414311487807e-05
2012-01-13,7.14005285690958e-05
2012-01-17,6.81007561107535e-05
2012-01-18,6.28674751110252e-05
2012-01-19,7.70400658309537e-05
2012-01-20,7.26497594789481e-05
2012-01-23,6.47631937566546e-05
2012-01-24,5.82418795724612e-05
2012-01-25,5.30370733788838e-05
2012-01-26,6.05012522366128e-05
2012-01-27,5.96134830217096e-05
2012-01-30,4.87619104053437e-05
2012-01-31,4.49492178716748e-05
2012-02-01,4.11410453808611e-05
2012-02-02,5.11883573419868e-05
2012-02-03,4.61236442147118e-05
2012-02-06,7.55023365037854e-05
2012-02-07,6.58426755651795e-05
2012-02-08,5.8117963028196e-05
2012-02-09,5.26664150554254e-05
2012-02-10,4.72731610738791e-05
2012-02-13,5.07686076192689e-05
2012-02-14,5.1320510508369e-05
2012-02-15,4.60981656120831e-05
2012-02-16,4.88757294746122e-05
2012-02-17,6.43098248000395e-05
2012-02-21,5.76690447534879e-05
2012-02-22,5.12709801647394e-05
2012-02-23,4.81173857373543e-05
2012-02-24,4.56893953568607e-05
2012-02-27,4.20284459608707e-05
2012-02-28,2.8083120450635e-05
2012-02-29,2.65760512681588e-05
2012-03-01,2.94835399895082e-05
2012-03-02,3.06030562394401e-05
2012-03-05,2.93542928117884e-05
2012-03-06,3.15433589546969e-05
2012-03-07,7.42362062359101e-05
2012-03-08,6.71191660132831e-05
2012-03-09,7.59570200078475e-05
2012-03-12,6.56938757463548e-05
2012-03-13,5.61426117694446e-05
2012-03-14,9.83671621084648e-05
2012-03-15,8.30432192772803e-05
2012-03-16,7.31749141520378e-05
2012-03-19,6.26436537280643e-05
2012-03-20,5.46055820368072e-05
2012-03-21,4.86978413528498e-05
2012-03-22,4.43307054055301e-05
2012-03-23,4.91166172192768e-05
2012-03-26,4.28696975027682e-05
2012-03-27,7.67030295122825e-05
2012-03-28,6.74770277845643e-05
2012-03-29,6.60602741326954e-05
2012-03-30,5.80854250919e-05
2012-04-02,5.15602142575417e-05
2012-04-03,5.39389180349185e-05
2012-04-04,5.10881821425461e-05
2012-04-05,7.10740388999409e-05
2012-04-09,6.1680847056305e-05
2012-04-10,8.12377260748256e-05
2012-04-11,0.000139811048667334
2012-04-12,0.000122829466788998
2012-04-13,0.000138355992660334
2012-04-16,0.000148107909989563
2012-04-17,0.000124752314142205
2012-04-18,0.000148043366577811
2012-04-19,0.000126873710731215
2012-04-20,0.000117412306254703
2012-04-23,9.84030508927206e-05
2012-04-24,9.96772682969647e-05
2012-04-25,8.54599069623443e-05
2012-04-26,0.000105449476058237
2012-04-27,9.70070823279288e-05
2012-04-30,8.35328938764454e-05
2012-05-01,7.56752927500807e-05
2012-05-02,6.90931308316886e-05
2012-05-03,6.13459013587624e-05
2012-05-04,6.83381803358607e-05
2012-05-07,0.000111473336878057
2012-05-08,9.52536111301249e-05
2012-05-09,8.479071051381e-05
2012-05-10,8.5291868191908e-05
2012-05-11,7.39724564781939e-05
2012-05-14,6.70269227399346e-05
2012-05-15,8.49696889307622e-05
2012-05-16,8.20861001259553e-05
2012-05-17,7.55413140164339e-05
2012-05-18,0.000111930951488199
2012-05-21,0.000109742674991814
2012-05-22,0.000134000420184041
2012-05-23,0.0001081251510217
2012-05-24,9.38122064700766e-05
2012-05-25,8.19747275031681e-05
2012-05-29,7.34264908875649e-05
2012-05-30,8.10939127863727e-05
2012-05-31,0.000104026487556465
2012-06-01,9.30931429607136e-05
2012-06-04,0.000176939997100182
2012-06-05,0.000152532978830259
2012-06-06,0.000137184835741448
2012-06-07,0.000188242022806017
2012-06-08,0.000161139106101709
2012-06-11,0.000143947150183712
2012-06-12,0.000146385053175578
2012-06-13,0.000138790252789944
2012-06-14,0.00012500477593094
2012-06-15,0.000118529400226904
2012-06-18,0.000122250988681883
2012-06-19,0.000105645934942114
2012-06-20,0.000105891124567281
2012-06-21,8.96329434380263e-05
2012-06-22,0.000168048435254991
2012-06-25,0.000146355949309905
2012-06-26,0.000163007564706193
2012-06-27,0.000139255387841292
2012-06-28,0.000135473020219564
2012-06-29,0.000118829088824924
2012-07-02,0.000194141955644366
2012-07-03,0.000166396881586364
2012-07-05,0.000144643487223465
2012-07-06,0.000127127411960339
2012-07-09,0.000131363529686278
2012-07-10,0.000113737329503131
2012-07-11,0.000112339798132678
2012-07-12,9.72083259181598e-05
2012-07-13,8.94660703959701e-05
2012-07-16,0.000111766105021776
2012-07-17,9.67640281842195e-05
2012-07-18,8.75089212002065e-05
2012-07-19,8.43989201739544e-05
2012-07-20,7.73443100210026e-05
2012-07-23,8.2412391269579e-05
2012-07-24,8.92426024390774e-05
2012-07-25,9.13587249405017e-05
2012-07-26,8.21719326206152e-05
2012-07-27,0.000105092197283894
2012-07-30,0.000136399294468676
2012-07-31,0.00012065835953479
2012-08-01,0.000111337957247398
2012-08-02,0.000100563934457886
2012-08-03,9.90643253924237e-05
2012-08-06,0.000125648391243478
2012-08-07,0.000112517973206968
2012-08-08,0.000101026128852353
2012-08-09,9.00582705198644e-05
2012-08-10,8.06904202605308e-05
2012-08-13,7.27625708798211e-05
2012-08-14,6.62273321949103e-05
2012-08-15,5.99115534063588e-05
2012-08-16,5.4322914460882e-05
2012-08-17,5.57622622644382e-05
2012-08-20,5.19542795157702e-05
2012-08-21,4.85601051037917e-05
2012-08-22,4.70977897155978e-05
2012-08-23,4.41781425145941e-05
2012-08-24,4.84106381879769e-05
2012-08-27,4.79646455919987e-05
2012-08-28,4.51001826745814e-05
2012-08-29,4.26045938453505e-05
2012-08-30,4.01254858549249e-05
2012-08-31,4.43911319212816e-05
2012-09-04,4.32294378651239e-05
2012-09-05,4.10692521474356e-05
2012-09-06,3.90799075766979e-05
2012-09-07,6.85177004119846e-05
2012-09-10,6.40139314399105e-05
2012-09-11,6.35362741651782e-05
2012-09-12,5.92763351601433e-05
2012-09-13,5.51395527259872e-05
2012-09-14,7.0960984046098e-05
2012-09-17,6.94121069417094e-05
2012-09-18,6.44058170461619e-05
2012-09-19,5.93727168324545e-05
2012-09-20,5.47360388433126e-05
2012-09-21,5.08075660193e-05
2012-09-24,4.73115955863851e-05
2012-09-25,4.51863487576034e-05
2012-09-26,5.59161865372066e-05
2012-09-27,5.74811970809154e-05
2012-09-28,5.83614334660967e-05
2012-10-01,5.74309448732235e-05
2012-10-02,5.30701813803202e-05
2012-10-03,4.92638916116847e-05
2012-10-04,4.62682090570438e-05
2012-10-05,4.65020791977487e-05
2012-10-08,4.3633428492997e-05
2012-10-09,4.30070660690777e-05
2012-10-10,5.3029165654449e-05
2012-10-11,5.58579281584916e-05
2012-10-12,5.21051074648527e-05
2012-10-15,4.57836354563219e-05
2012-10-16,4.7659990046804e-05
2012-10-17,5.25431941648277e-05
2012-10-18,4.95164735407404e-05
2012-10-19,4.70075697967786e-05
2012-10-22,7.37751567151836e-05
2012-10-23,6.69644433540171e-05
2012-10-24,8.44918959942747e-05
2012-10-25,7.77044034012872e-05
2012-10-26,7.07380206011445e-05
2012-10-31,6.45475815399317e-05
2012-11-01,5.90005942691967e-05
2012-11-02,6.38923992825943e-05
2012-11-05,6.90240690004814e-05
2012-11-06,6.30190928394957e-05
2012-11-07,6.2035585801489e-05
2012-11-08,0.000116672948691722
2012-11-09,0.000121000102653949
2012-11-12,0.000108022110655095
2012-11-13,9.67525133866531e-05
2012-11-14,8.65868299536484e-05
2012-11-15,9.71420709489533e-05
2012-11-16,8.82233452803604e-05
2012-11-19,8.17600822022715e-05
2012-11-20,0.000105637396914946
2012-11-21,9.51816213344525e-05
2012-11-23,8.63927631239119e-05
2012-11-26,9.15129056298568e-05
2012-11-27,8.37881585450709e-05
2012-11-28,7.94520998391761e-05
2012-11-29,7.71963990939241e-05
2012-11-30,7.17733595568635e-05
2012-12-03,6.61091282130697e-05
2012-12-04,6.3792228809117e-05
2012-12-05,5.96831959950844e-05
2012-12-06,5.57670561622266e-05
2012-12-07,5.29110759793466e-05
2012-12-10,5.02800839244864e-05
2012-12-11,4.76248109123911e-05
2012-12-12,4.82658469280306e-05
2012-12-13,4.78106202259846e-05
2012-12-14,4.92296811902498e-05
2012-12-17,4.89520519710629e-05
2012-12-18,5.42746038717307e-05
2012-12-19,5.8372852484263e-05
2012-12-20,5.95470224911171e-05
2012-12-21,5.78337063948552e-05
2012-12-24,6.10490527491632e-05
2012-12-26,5.84164951538522e-05
2012-12-27,5.7383364160922e-05
2012-12-28,5.48817626049231e-05
2012-12-31,6.06334701302295e-05
2013-01-02,7.23293971544284e-05
2013-01-03,0.000100878892747009
2013-01-04,9.29300606037641e-05
2013-01-07,8.65055835183641e-05
2013-01-08,8.08495258845672e-05
2013-01-09,7.59851875753604e-05
2013-01-10,7.10446838175465e-05
2013-01-11,6.9167424548893e-05
2013-01-14,6.76715970497588e-05
2013-01-15,6.48190260465706e-05
2013-01-16,6.21805457619116e-05
2013-01-17,5.98187778023135e-05
2013-01-18,5.87780767248712e-05
2013-01-22,5.70008738946805e-05
2013-01-23,5.57581954051632e-05
2013-01-24,5.4062840379e-05
2013-01-25,5.25467861004526e-05
2013-01-28,5.21664194503818e-05
2013-01-29,5.11896639844156e-05
2013-01-30,5.09182035740982e-05
2013-01-31,5.08121548217945e-05
2013-02-01,4.99607275512387e-05
2013-02-04,5.26823985532674e-05
2013-02-05,5.86343348393198e-05
2013-02-06,6.16680353005174e-05
2013-02-07,5.94087598213483e-05
2013-02-08,5.75113252477361e-05
2013-02-11,5.66909984305357e-05
2013-02-12,6.30651141009284e-05
2013-02-13,6.29519064490869e-05
2013-02-14,6.28369715167664e-05
2013-02-15,6.27234363051116e-05
2013-02-19,6.26156934022842e-05
2013-02-20,6.25985062437158e-05
2013-02-21,6.28326960989456e-05
2013-02-22,6.27955616090658e-05
2013-02-25,6.28184870272635e-05
2013-02-26,6.34376945245364e-05
2013-02-27,6.33987899746151e-05
2013-02-28,6.35480926354948e-05
2013-03-01,6.34315284904509e-05
2013-03-04,6.33190799326879e-05
2013-03-05,6.32317763312288e-05
2013-03-06,6.32715873384363e-05
2013-03-07,6.31532805265441e-05
2013-03-08,6.30401122984705e-05
2013-03-11,6.29545421430583e-05
2013-03-12,6.28535030694716e-05
2013-03-13,5.36418829074218e-05
2013-03-14,5.35992280181965e-05
2013-03-15,5.35566182014565e-05
2013-03-18,5.35140487071477e-05
2013-03-19,5.34715243935428e-05
2013-03-20,5.34290405062843e-05
2013-03-21,5.33866015331064e-05
2013-03-22,5.33442083739552e-05
2013-03-25,5.33018546148637e-05
2013-03-26,5.32595409213689e-05
2013-03-27,5.3217272699806e-05
2013-03-28,5.31750424145007e-05
2013-04-01,5.31328554463524e-05
2013-04-02,5.30907114815389e-05
2013-04-03,5.30486095599604e-05
2013-04-04,5.30065582662985e-05
2013-04-05,5.29645395379573e-05
2013-04-08,5.29225640583766e-05
2013-04-09,5.28806310194219e-05
2013-04-10,5.28387381090584e-05
2013-04-11,4.39455119040133e-05
2013-04-12,4.36570354987121e-05
2013-04-15,4.33214823479505e-05
2013-04-16,4.65823010540457e-05
2013-04-17,4.72387206549929e-05
2013-04-18,4.83410030009523e-05
2013-04-19,4.83724925469871e-05
2013-04-22,4.82805630281028e-05
2013-04-23,4.79442635822566e-05
2013-04-24,4.81415534084963e-05
2013-04-25,4.77222138351931e-05
2013-04-26,4.74005255684007e-05
2013-04-29,4.70133948647868e-05
2013-04-30,4.69135424722589e-05
2013-05-01,4.65457404674871e-05
2013-05-02,4.6723880328467e-05
2013-05-03,4.68197541164561e-05
2013-05-06,4.71243370105203e-05
2013-05-07,4.67478894294758e-05
2013-05-08,4.65417069932274e-05
2013-05-09,5.12451111701667e-05
2013-05-10,5.11910274505866e-05
2013-05-13,5.11360577035995e-05
2013-05-14,5.10795343546869e-05
2013-05-15,5.10351506297601e-05
2013-05-16,5.09820215055489e-05
2013-05-17,5.09301701696635e-05
2013-05-20,5.08860257241008e-05
2013-05-21,5.08298869580865e-05
2013-05-22,5.07737915403153e-05
2013-05-23,5.0728633986495e-05
2013-05-24,5.06748415814831e-05
2013-05-28,5.06190481679945e-05
2013-05-29,5.05674786300303e-05
2013-05-30,5.05194639530561e-05
2013-05-31,5.04645668222729e-05
2013-06-03,5.04394828327754e-05
2013-06-04,5.03865990780143e-05
2013-06-05,5.03354996899725e-05
2013-06-06,5.03113613107971e-05
2013-06-07,4.99827378876065e-05
2013-06-10,4.99457831851827e-05
2013-06-11,4.99088604793247e-05
2013-06-12,4.98719787617378e-05
2013-06-13,4.98351330651728e-05
2013-06-14,4.97983265164015e-05
2013-06-17,4.97615522990831e-05
2013-06-18,4.9724814917961e-05
2013-06-19,4.96881149274809e-05
2013-06-20,4.96514565236981e-05
2013-06-21,4.96148518314481e-05
2013-06-24,4.9578260057682e-05
2013-06-25,4.95417099586871e-05
2013-06-26,4.95051930954327e-05
2013-06-27,4.94687137920513e-05
2013-06-28,4.94322691901877e-05
2013-07-01,4.93958607741829e-05
2013-07-02,4.93594885095024e-05
2013-07-03,4.93231521430311e-05
2013-07-05,4.92868520809347e-05
2013-07-08,6.03689401759096e-05
2013-07-09,6.03753222861095e-05
2013-07-10,6.0384285588659e-05
2013-07-11,6.0388249894683e-05
2013-07-12,6.040982147695e-05
2013-07-15,6.04153573655867e-05
2013-07-16,6.04197752412815e-05
2013-07-17,6.04244206479288e-05
2013-07-18,6.04291405091128e-05
2013-07-19,6.04356144046675e-05
2013-07-22,6.04398610427928e-05
2013-07-23,6.0444234022931e-05
2013-07-24,6.04482923853811e-05
2013-07-25,6.04535134585841e-05
2013-07-26,6.04577303394173e-05
2013-07-29,6.04615634121504e-05
2013-07-30,6.04669915902092e-05
2013-07-31,6.04708105720488e-05
2013-08-01,6.04746918052742e-05
2013-08-02,6.04910270658771e-05
2013-08-05,5.43206509248623e-05
2013-08-06,5.43249012116425e-05
2013-08-07,5.43291475198654e-05
2013-08-08,5.43333894379221e-05
2013-08-09,5.43376270908024e-05
2013-08-12,5.4341860516765e-05
2013-08-13,5.43460896010933e-05
2013-08-14,5.43503144859229e-05
2013-08-15,5.43545353778993e-05
2013-08-16,5.43587538388235e-05
2013-08-19,5.43629662013366e-05
2013-08-20,5.43671746576695e-05
2013-08-21,5.43713784468683e-05
2013-08-22,5.43755784954795e-05
2013-08-23,5.43797742556136e-05
2013-08-26,5.43839654581067e-05
2013-08-27,5.438815268929e-05
2013-08-28,5.43923383197328e-05
2013-08-29,5.43965169061399e-05
2013-08-30,5.44006913130467e-05
2013-09-03,5.31192643348821e-05
2013-09-04,5.31019020891538e-05
2013-09-05,5.30960550119942e-05
2013-09-06,5.3076474044747e-05
2013-09-09,5.30568142676928e-05
2013-09-10,5.30608503958276e-05
2013-09-11,5.30551255859905e-05
2013-09-12,5.30381647830859e-05
2013-09-13,5.30214140073361e-05
2013-09-16,5.30034592177314e-05
2013-09-17,5.29918480247539e-05
2013-09-18,5.29769210641345e-05
2013-09-19,5.29963565831039e-05
2013-09-20,5.29773629984902e-05
2013-09-23,5.29714362529573e-05
2013-09-24,5.29590053675903e-05
2013-09-25,5.29424613555432e-05
2013-09-26,5.29264399616701e-05
2013-09-27,5.29087766090682e-05
2013-09-30,5.2895563979506e-05
2013-10-01,4.83248957271932e-05
2013-10-02,4.8306526122851e-05
2013-10-03,4.82877800037564e-05
2013-10-04,4.82697231119257e-05
2013-10-07,4.82512924607309e-05
2013-10-08,4.82331735253784e-05
2013-10-09,4.82157917588282e-05
2013-10-10,4.81971260511117e-05
2013-10-11,4.81816634742913e-05
2013-10-14,4.81633022299681e-05
2013-10-15,4.81447625367342e-05
2013-10-16,4.81265648021667e-05
2013-10-17,4.81091661810915e-05
2013-10-18,4.8090937009544e-05
2013-10-21,4.80726159644494e-05
2013-10-22,4.80540951421105e-05
2013-10-23,4.80357502878031e-05
2013-10-24,4.80174369862623e-05
2013-10-25,4.79990038780868e-05
2013-10-28,4.79806941734223e-05
2013-10-29,4.786182859169e-05
2013-10-30,4.78451731628727e-05
2013-10-31,4.78285344009629e-05
2013-11-01,4.78119122055331e-05
2013-11-04,4.77953064460023e-05
2013-11-05,4.77787173366633e-05
2013-11-06,4.77621448638557e-05
2013-11-07,4.77455889616008e-05
2013-11-08,4.77290517258045e-05
2013-11-11,4.77125303868956e-05
2013-11-12,4.76960239661558e-05
2013-11-13,4.76795341654802e-05
2013-11-14,4.76630613257719e-05
2013-11-15,4.76466045940731e-05
2013-11-18,4.76301642860992e-05
2013-11-19,4.76137403910828e-05
2013-11-20,4.7597332825627e-05
2013-11-21,4.75809418028116e-05
2013-11-22,4.75645675919319e-05
2013-11-25,4.75482093870845e-05
2013-11-26,4.6325577536239e-05
2013-11-27,4.63180692206695e-05
2013-11-29,4.63105691095738e-05
2013-12-02,4.63030769413401e-05
2013-12-03,4.62955977437169e-05
2013-12-04,4.62881287943252e-05
2013-12-05,4.62806614623785e-05
2013-12-06,4.62732152161894e-05
2013-12-09,4.62658006630652e-05
2013-12-10,4.62583519574941e-05
2013-12-11,4.62509204203021e-05
2013-12-12,4.62435679937926e-05
2013-12-13,4.62361591688474e-05
2013-12-16,4.62287433907791e-05
2013-12-17,4.62213384188332e-05
2013-12-18,4.62139482658712e-05
2013-12-19,4.62066470226647e-05
2013-12-20,4.61992597910514e-05
2013-12-23,4.61918822803427e-05
2013-12-24,4.61845145759119e-05
2013-12-26,4.23420170618575e-05
2013-12-27,4.23199740856311e-05
2013-12-30,4.22979499424408e-05
2013-12-31,4.22759477789696e-05
2014-01-02,4.22539696519269e-05
2014-01-03,4.22320354013024e-05
2014-01-06,4.22100995619398e-05
2014-01-07,4.21881888443704e-05
2014-01-08,4.21663014708475e-05
2014-01-09,4.21444312825929e-05
2014-01-10,4.21225826529175e-05
2014-01-13,4.21007558521905e-05
2014-01-14,4.20790007882998e-05
2014-01-15,4.2057237176611e-05
2014-01-16,4.20354789599291e-05
2014-01-17,4.20137408598851e-05
2014-01-21,4.19920299635797e-05
2014-01-22,4.19703338635549e-05
2014-01-23,4.19486593933709e-05
2014-01-24,4.19270347610474e-05
2014-01-27,4.96215577828261e-05
2014-01-28,4.96304015874046e-05
2014-01-29,4.96046388393772e-05
2014-01-30,4.96627234177621e-05
2014-01-31,4.96934171636537e-05
2014-02-03,4.96886977425321e-05
2014-02-04,5.01016647683073e-05
2014-02-05,5.00680641107097e-05
2014-02-06,5.00255655970071e-05
2014-02-07,5.0074721150396e-05
2014-02-10,5.01613548967958e-05
2014-02-11,5.011283491023e-05
2014-02-12,5.01543236261192e-05
2014-02-13,5.01021120306737e-05
2014-02-14,5.00745162243048e-05
2014-02-18,5.00413545640302e-05
2014-02-19,4.99930018115022e-05
2014-02-20,4.99825770838154e-05
2014-02-21,4.99528505975576e-05
2014-02-24,4.99104870306502e-05
2014-02-25,5.00023875770783e-05
2014-02-26,4.99943871238395e-05
2014-02-27,4.99863946636994e-05
2014-02-28,4.99784106190307e-05
2014-03-03,4.9970434150166e-05
2014-03-04,4.99624669293766e-05
2014-03-05,4.99545104184059e-05
2014-03-06,4.99465577939792e-05
2014-03-07,4.99386131222414e-05
2014-03-10,4.99306764021683e-05
2014-03-11,4.99227477005245e-05
2014-03-12,4.99148274415255e-05
2014-03-13,4.99069145352014e-05
2014-03-14,4.98990125769477e-05
2014-03-17,4.98911159110159e-05
2014-03-18,4.98832286280409e-05
2014-03-19,4.98753480625598e-05
2014-03-20,4.98674754900423e-05
2014-03-21,4.98596103400078e-05
2014-03-24,4.98517528071583e-05
2014-03-25,4.68808771654596e-05
2014-03-26,4.68646619424814e-05
2014-03-27,4.68484638985125e-05
2014-03-28,4.68322808517749e-05
2014-03-31,4.68161141401388e-05
2014-04-01,4.67999644312922e-05
2014-04-02,4.67838305460463e-05
2014-04-03,4.67677121185177e-05
2014-04-04,4.67516097767182e-05
2014-04-07,4.67355269851218e-05
2014-04-08,4.67194596402809e-05
2014-04-09,4.67034056636073e-05
2014-04-10,4.66873696280919e-05
2014-04-11,4.66713568214173e-05
2014-04-14,4.66553532845739e-05
2014-04-15,4.66393645068706e-05
2014-04-16,4.66233911061429e-05
2014-04-17,4.66074350588472e-05
2014-04-21,4.65914929265906e-05
2014-04-22,4.65755669222836e-05
2014-04-23,3.8378015791524e-05
2014-04-24,3.85371431180861e-05
2014-04-25,3.60832772980858e-05
2014-04-28,5.03850932533176e-05
2014-04-29,4.28604159138875e-05
2014-04-30,3.94468747254943e-05
2014-05-01,3.67072320645481e-05
2014-05-02,3.57370566388164e-05
2014-05-05,3.62551462699908e-05
2014-05-06,3.47942751030823e-05
2014-05-07,5.30157411605877e-05
2014-05-08,4.56525696430451e-05
2014-05-09,4.22095970615508e-05
2014-05-12,3.82747979271306e-05
2014-05-13,4.39432379116647e-05
2014-05-14,3.94958462951752e-05
2014-05-15,4.35621884851022e-05
2014-05-16,5.99337347046005e-05
2014-05-19,4.82845634175855e-05
2014-05-20,4.179307825058e-05
2014-05-21,4.58974143011113e-05
2014-05-22,4.58827896440477e-05
2014-05-23,4.58681788237132e-05
2014-05-27,4.58535827860224e-05
2014-05-28,4.58390015177107e-05
2014-05-29,4.58244344921351e-05
2014-05-30,4.58098823278315e-05
2014-06-02,4.57953444031354e-05
2014-06-03,4.57808209999841e-05
2014-06-04,4.57663121293076e-05
2014-06-05,4.5751817786466e-05
2014-06-06,4.57373383825271e-05
2014-06-09,4.572287319615e-05
2014-06-10,4.57084222662444e-05
2014-06-11,4.56939857915266e-05
2014-06-12,4.56795639580801e-05
2014-06-13,4.56651570723291e-05
2014-06-16,4.56507639658399e-05
2014-06-17,4.56363851443803e-05
2014-06-18,4.56220207441517e-05
2014-06-19,3.823080548373e-05
2014-06-20,3.35478276893385e-05
2014-06-23,3.13015907186283e-05
2014-06-24,3.01966236235882e-05
2014-06-25,3.90981178215686e-05
2014-06-26,3.75318721631138e-05
2014-06-27,3.42091248264281e-05
2014-06-30,3.17616706918434e-05
2014-07-01,3.05577614361568e-05
2014-07-02,3.59731012656418e-05
2014-07-03,3.24408395493906e-05
2014-07-07,3.46328408336411e-05
2014-07-08,3.64215730841616e-05
2014-07-09,4.32859765397053e-05
2014-07-10,3.92331960526944e-05
2014-07-11,3.92158231824596e-05
2014-07-14,3.4216601536905e-05
2014-07-15,3.42018336623196e-05
2014-07-16,3.31079677767459e-05
2014-07-17,3.31964944592191e-05
2014-07-18,4.82311754054485e-05
2014-07-21,5.22019982983208e-05
2014-07-22,4.29809569525976e-05
2014-07-23,3.95970051377671e-05
2014-07-24,3.4804843196649e-05
2014-07-25,3.1407848596049e-05
2014-07-28,3.23726058932932e-05
2014-07-29,2.98324907691002e-05
2014-07-30,3.15934276493418e-05
2014-07-31,2.94121809796721e-05
2014-08-01,9.0376027125692e-05
2014-08-04,7.00053077073651e-05
2014-08-05,5.60290045624541e-05
2014-08-06,6.48299347490891e-05
2014-08-07,5.13727990572258e-05
2014-08-08,5.23620753958395e-05
2014-08-11,5.1008364068759e-05
2014-08-12,4.1443120431742e-05
2014-08-13,3.79873345837516e-05
2014-08-14,3.5524042701688e-05
2014-08-15,3.65415686737469e-05
2014-08-18,3.65219114690241e-05
2014-08-19,3.65028201186244e-05
2014-08-20,3.64833743657649e-05
